time,x,y,ins
0.0,17.832396328344664,7.93989831202545,0.9481093376017334
0.0,17.4719954883307,7.827009167416279,0.956332801259524
0.0,17.099938503491032,7.507990474830641,0.9014230918773768
0.0,17.34707647370348,7.087935882472918,0.9220398346955856
0.0,17.82672356993246,7.436376305517744,0.9966489327818902
0.0,17.522368866804754,7.913669212228746,0.945941438424402
0.0,18.582776537882182,7.422880103423123,0.8158875470348453
0.0,18.671416864918,6.512263666133235,0.5352114116432911
0.0,18.52384551134152,7.06090930024757,0.7941355653015276
0.0,17.737121693412334,7.468359693290792,0.999780406082432
0.0,18.1110883320218,7.292706109174059,0.9528858636448574
0.0,16.662563384144654,7.15886209355743,0.6878354122184936
0.0,18.6596726622926,6.836726045550517,0.6740703465729332
0.0,17.860785763785906,7.284927718695528,0.9843878611634568
0.0,16.74556490520886,8.84622285747335,0.3033682773535493
0.0,18.201954268333296,7.188803042422572,0.9201209983745772
0.0,17.96794573675599,7.740623398954209,0.9706781361364688
0.0,16.870109297981195,7.6457724560080464,0.8105317822574976
0.0,17.935372211969614,7.199179202601955,0.9671280634468856
0.0,16.947193905209513,8.11907614541805,0.7507690413740478
0.0,16.70882427967955,8.019986151953388,0.6719225668884473
0.0,17.569361821901158,7.456995016582198,0.9933366926690356
0.0,17.89982832448829,7.022224357776263,0.9363686798480124
0.0,17.365381125157203,7.993956368829813,0.9052984198356052
0.0,18.12194646140754,7.79227691950978,0.939283278591522
0.0,18.025067734871545,7.375004380154301,0.9742145397880212
0.0,17.020382545815483,8.022403528210617,0.8057520498718929
0.0,17.428388702504865,7.531235794342165,0.9772904453165668
0.0,17.859541272687327,7.678660468128763,0.987362144798045
0.0,17.9156689015102,6.960530821062186,0.9193623218136387
0.0,18.45170480027953,7.246719880911493,0.8533849196725593
0.0,17.48075477207095,8.146010943743489,0.8792742032054909
0.0,17.443290713657266,7.649345721080372,0.9739258682970674
0.0,17.44749626982546,7.714286565134281,0.9685018278806168
0.0,17.54010794992508,7.491562438023286,0.9911894716146508
0.0,17.606057788673596,7.425715279585497,0.9950443518690272
0.0,18.48197570737448,7.958274873922084,0.8044815352740695
0.0,19.005723678954528,8.238609133188998,0.4540225310148973
0.0,18.16942767914177,7.54208041020674,0.950715359765179
0.0,18.12163604490359,7.724497446901248,0.9482202711341472
0.0,18.32648668303502,7.122189532542366,0.8753612160824913
0.0,17.72444371535903,7.512130400549781,0.9999360259479406
0.0,16.911534839751685,7.383902149821719,0.8302704622328048
0.0,18.14208609770236,7.992473322569711,0.8955846028046577
0.0,17.44456860738975,7.087515400661506,0.9381351403248682
0.0,16.849074581933095,8.222931628327812,0.6750409747769583
0.0,18.638846262610294,7.024857039808328,0.7368780977133972
0.0,18.164232716587534,8.251445862962978,0.8098836281808578
0.0,18.271700976547116,7.038829631003215,0.8736735601759671
0.0,17.83486958647047,6.95280816091071,0.923236748254167
0.0,17.822836215756052,7.707830096145526,0.9865738939874188
0.0,17.90650430186214,7.784021664919197,0.9713442045090168
0.0,17.071041994610727,8.218556500654387,0.7618290826098221
0.0,17.43160840376775,6.682480212784509,0.8124212936803041
0.0,16.898316211505144,7.834460004545307,0.7994436816433218
0.0,17.170914826993453,7.010661349169027,0.8634715926536507
0.0,16.883782329399725,7.834365067012653,0.7933793060480756
0.0,17.410084246752923,7.886750424346782,0.9366915662594236
0.0,17.843687459930962,7.018576339127442,0.9395420381271816
0.0,17.621599763403005,7.301945162403995,0.9877205324837132
